,rec1,rec2,rec3,rec4,rec5
15216,13509,6268,6860,14514,5020
15217,1833,7120,15482,10149,8665
15218,16483,7452,10349,16324,2829
15219,1781,2208,14654,7021,7503
15220,15799,8967,1951,13614,8892
15221,7147,13145,11453,11298,10250
15222,7067,15116,11298,4279,14371
15223,9986,13509,16066,6268,14514
15224,9881,10769,14006,10217,4279
15225,7147,15771,2220,6377,3403
15226,5253,13193,12273,7564,15190
15227,3820,6829,14791,12100,4945
15228,16493,3763,15162,11606,148
15229,13614,15369,10732,9170,3280
15230,10287,13963,8126,17609,3319
15231,16264,4318,14533,16920,7602
15232,4705,16254,12008,7012,2101
15233,13509,6268,1195,14514,5020
15234,13036,6277,1243,16110,13615
15235,12941,13018,1765,4428,13551
15236,4093,6277,13036,13453,10041
15237,4428,12686,11342,16665,9707
15238,10277,2008,14851,14084,16178
15239,16138,8892,15799,9615,15638
15240,12983,12694,148,16675,12212
15241,6135,11096,11333,12490,12558
15242,12907,10523,14280,17293,2375
15243,5404,16773,15632,5381,7574
15244,16595,14619,16943,6277,4228
15245,16963,15724,13577,14721,11546
15246,5391,7235,12694,5433,11202
15247,15996,13498,16765,5742,14899
15248,5257,15824,2530,6386,3138
15249,16138,8892,9615,15799,15638
15250,17667,11387,17682,4391,12049
15251,7629,8937,8282,2251,11173
15252,2253,10732,13833,2463,17460
15253,1833,10149,8333,7371,15821
15254,10886,15874,16031,4239,15748
15255,15123,5404,3100,16830,13736
15256,13986,9027,4467,13025,12890
15257,5253,13193,12273,7564,15190
15258,6277,11269,5976,4943,13036
15259,2434,5288,95,1808,14195
15260,10419,3300,1487,15821,11025
15261,10500,6616,11991,3489,7791
15262,4428,11342,12686,7661,9707
15263,8380,1611,15506,10114,11121
15264,4428,12686,11342,16665,9707
15265,10149,4490,14165,5950,18
15266,11910,13463,1991,5617,14470
15267,16092,3895,8889,13417,7119
15268,2104,17273,3663,17342,11121
15269,12575,13614,13135,9377,2939
15270,13295,1781,3300,16350,7021
15271,5136,17326,4424,13348,5928
15272,13683,13509,4699,12802,14987
15273,1833,7120,10149,2995,5282
15274,14716,4521,16602,9163,9324
15275,4428,10201,15283,2966,12686
15276,17513,14055,12573,2236,15734
15277,6277,2011,16807,7822,13596
15278,7564,15190,16330,15255,9899
15279,5976,4152,11201,1719,12087
15280,15888,16092,16385,13417,7119
15281,6386,3138,16655,10377,8989
15282,9881,13145,10769,5602,10250
15283,7067,11298,10078,15275,4279
15284,2530,8058,16676,1969,6489
15285,7067,7147,10769,14006,8523
15286,9881,7147,13145,11298,10250
15287,2530,17655,2783,16676,15023
15288,11121,8989,14973,15753,13284
15289,17667,6849,11387,1593,17682
15290,3584,13509,8790,3585,6268
15291,16092,3138,11333,12490,15674
15292,4943,6277,1753,17103,13615
15293,14926,11298,6754,2249,7870
15294,7455,13509,6268,14514,5020
15295,9881,10769,15372,9920,16920
15296,4373,16324,10349,2829,16483
15297,15888,16092,16385,13417,7119
15298,1951,16789,4373,8058,15102
15299,17273,7621,3423,14655,16019
15300,13509,14751,6268,14514,5020
15301,15932,1138,635,15603,6270
15302,16264,13088,14344,6300,7067
15303,4617,4538,752,790,585
15304,8449,9942,14006,4279,7057
15305,7147,10769,11298,15797,5573
15306,3300,18,13570,4548,15779
15307,2829,16676,12941,17323,2828
15308,4772,14136,12639,15550,4428
15309,16234,2368,15888,16092,9577
15310,16138,1951,8892,8042,4428
15311,7147,9881,11298,4130,9920
15312,12795,3763,148,3669,5381
15313,13408,4146,8723,5570,5049
15314,16092,12639,3193,4428,11342
15315,5404,3763,9680,11606,148
15316,12575,13614,8058,4261,13135
15317,7067,4279,5573,4913,6657
15318,13498,11843,16765,16758,5742
15319,9660,16092,11333,5649,12490
15320,7976,5976,11876,16110,9250
15321,14449,16234,16385,16328,13417
15322,16269,10114,15506,17667,6849
15323,10349,16324,16483,7452,2829
15324,8464,8657,10912,1848,9036
15325,9383,6497,10616,2671,12481
15326,5213,1986,4521,3059,8801
15327,11550,4463,4506,6988,4509
15328,9881,13145,14371,9920,4318
15329,14926,6754,9920,7870,4765
15330,6277,4943,15330,2901,6251
15331,8380,17667,1686,11387,6050
15332,13408,4146,8723,7058,11338
15333,9881,10769,10250,9920,5573
15334,7067,9881,10769,15372,14371
15335,6386,3138,12370,17602,10377
15336,7147,8173,2752,8285,14371
15337,12575,6093,13135,4261,16789
15338,5344,4475,7514,16611,8663
15339,13509,5366,6268,14514,5020
15340,1833,15482,7120,10149,10951
15341,1611,9623,1745,11387,15067
15342,16483,2829,16676,12941,2828
15343,11333,12490,3763,14822,148
15344,10709,15824,6386,2530,3138
15345,4847,2236,12573,15734,14055
15346,1833,7120,15482,10149,8665
15347,12694,6083,7549,12212,4155
15348,13509,6268,14514,12995,5020
15349,13509,6268,7304,14514,5020
15350,16483,2829,16676,12941,17323
15351,4093,6277,13036,13453,10041
15352,10349,16324,16483,7452,2829
15353,13509,3620,6268,14514,5020
15354,5253,12273,15190,2841,14624
15355,15888,16234,14449,10122,3964
15356,6386,3138,16655,10377,8989
15357,10349,2829,16324,17045,16960
15358,12505,11382,17061,15055,2947
15359,16092,16385,13609,14289,5068
15360,13986,9027,4467,13025,12890
15361,1833,7120,15482,10149,12558
15362,16410,13184,495,9212,3541
15363,15888,16092,16385,13417,7119
15364,15365,3300,10430,2277,15842
15365,13692,15364,10430,1674,15366
15366,15365,2208,15364,1674,1928
15367,3300,10430,11945,15842,18
15368,12575,2939,15724,16092,13577
15369,10122,9289,6888,5310,5481
15370,16254,13145,15372,16173,14371
15371,13145,11298,14006,15797,5643
15372,7067,13145,16254,14006,15797
15373,16853,16695,8398,16259,2022
15374,13145,16264,10769,4279,7602
15375,14304,16139,4428,8020,12686
15376,2670,13498,11843,16765,15247
15377,15638,4428,12686,11342,16112
15378,12575,4261,13614,13135,16789
15379,13963,2851,13807,8126,16811
15380,16695,7397,9723,1008,3278
15381,16092,14654,3300,14136,12639
15382,15888,16092,16385,14654,10149
15383,3300,14654,15381,12639,1487
15384,14654,12948,15842,18,13570
15385,13509,6627,6268,7476,13350
15386,13509,6268,8763,14514,5020
15387,13361,5555,10493,3300,1673
15388,14654,15387,3229,4382,750
15389,14816,1781,7021,5020,4489
15390,13963,3138,3763,8126,10377
15391,10419,9660,17273,9679,2032
15392,10039,14721,11103,9213,8522
15393,6386,17062,9193,3138,16259
15394,9615,16138,8967,8892,16385
15395,10304,5602,14930,16350,11790
15396,16673,13193,14791,7564,15049
15397,6386,9193,3138,15053,10377
15398,13698,10149,5549,13121,12283
15399,7067,12008,7012,14371,2101
15400,10348,8645,16483,7452,10349
15401,13509,6268,14514,5020,3952
15402,6386,17062,9193,3138,2022
15403,15116,10769,11298,6119,10250
15404,11804,10006,8645,16835,6268
15405,1951,11121,12008,15939,15938
15406,9261,14477,6463,11991,12012
15407,6386,9193,3138,13955,10377
15408,11956,1674,1814,7887,14109
15409,2368,15411,15410,7614,5247
15410,1833,2368,15411,7614,15409
15411,2368,16234,15410,9577,15409
15412,3763,148,5381,8540,1975
15413,9660,2090,15482,5977,2204
15414,16092,16385,13417,15209,3903
15415,13145,16254,7147,11298,14006
15416,4373,1951,15102,5854,5020
15417,17273,8892,15799,1781,9615
15418,14055,2236,12573,15734,3481
15419,15771,3138,8126,14973,16321
15420,16695,16830,7397,5327,8534
15421,7621,10608,2575,14289,3403
15422,4506,2947,5640,4509,14319
15423,17263,17262,5841,2703,2947
15424,15799,9615,16138,8892,15638
15425,13145,11298,4279,10250,9920
15426,11473,5253,3028,9506,13752
15427,12575,6093,13135,16789,2939
15428,14924,5404,7953,8665,16027
15429,17103,16110,11196,11173,6559
15430,6135,11096,16468,11333,12490
15431,9881,16254,15372,14371,15797
15432,1039,9251,3298,1735,726
15433,6627,14251,16504,4428,7169
15434,12905,15600,13459,16222,17375
15435,16092,3709,5649,14289,16432
15436,1833,3300,8665,16350,7021
15437,7147,7067,11298,14006,4913
15438,7067,16254,12008,7012,2101
15439,7152,11179,14918,14012,385
15440,11333,2032,12490,8665,9204
15441,997,1888,10648,10710,6640
15442,10605,14716,4521,9324,9146
15443,6386,3138,16431,10377,5747
15444,16138,7049,12941,8042,1765
15445,16092,3193,12639,4428,11342
15446,6135,11096,2036,11333,12490
15447,16269,1611,15506,1745,6849
15448,16853,555,960,15140,5391
15449,17633,12795,686,555,960
15450,4190,13709,13304,8039,1048
15451,16138,13614,306,9819,3660
15452,16254,9920,16920,14824,6300
15453,6964,16528,1421,7890,4048
15454,6386,3138,2851,2403,10377
15455,13509,7139,6268,354,14514
15456,6361,10618,5310,14656,6888
15457,2492,3693,3130,12093,1913
15458,17259,16031,3181,4239,6445
15459,1833,16092,11333,1784,15602
15460,2779,11298,3873,16104,11788
15461,1833,11333,12490,8665,12558
15462,16138,9615,4747,8037,4428
15463,1833,7111,3657,9899,7109
15464,6386,15724,3138,13577,17377
15465,1745,11387,15067,4376,17682
15466,1781,9261,6463,11991,5871
15467,5027,15951,16695,3763,3278
15468,2829,16483,2332,12941,17266
15469,3763,12701,148,10,3378
15470,1745,13051,16924,16941,16845
15471,16092,16385,13417,7119,7371
15472,2946,7096,14312,17667,10833
15473,8079,3734,2392,16877,14558
15474,11316,15070,3820,2101,5333
15475,16857,7147,10769,2771,4279
15476,8543,952,16220,9167,17478
15477,13145,7147,2872,14371,10250
15478,10605,4001,9324,9163,2216
15479,9383,6497,10616,2671,12481
15480,6386,16853,3138,10377,17457
15481,11333,12490,3763,15674,16009
15482,9660,1833,8362,2368,10419
15483,1833,7120,15482,10149,8665
15484,13963,13145,12549,4318,8126
15485,16673,2932,5253,14791,12273
15486,1581,16092,7260,1497,15205
15487,1833,16092,2851,7119,7371
15488,10605,9333,4001,9324,2216
15489,2375,16993,5640,11728,15748
15490,2530,16676,1969,17323,3598
15491,6386,3138,10377,9673,11202
15492,13963,12008,8126,16655,2070
15493,10349,7452,16676,12941,17323
15494,7147,10769,4415,14006,7012
15495,12575,16789,8058,4261,13135
15496,6386,3138,10410,15053,11892
15497,13963,16092,8126,15867,14392
15498,12864,1781,7021,2080,6638
15499,6386,9193,3138,10377,9673
15500,16254,15372,11298,10250,4611
15501,7067,1902,12587,15902,6300
15502,6988,11382,3174,6594,12408
15503,9881,10769,9920,7602,10305
15504,13509,15505,6268,14514,5020
15505,2449,12781,1138,6268,8921
15506,10114,15506,17667,4376,10063
15507,13852,6520,10122,9289,8542
15508,9193,16853,16259,15140,16706
15509,16695,13412,9723,142,3278
15510,17103,2901,8956,16517,2999
15511,12273,7564,2841,12929,14624
15512,12158,12159,12156,15190,6074
15513,16027,5988,6027,15779,885
15514,1833,15482,7120,7119,15821
15515,16264,4194,16694,6704,9171
15516,8453,14123,11119,8070,4336
15517,1951,4373,15102,5854,7503
15518,16424,9012,16131,7346,16403
15519,8042,9043,4428,11790,11342
15520,2008,16178,16418,9676,17050
15521,6386,3138,2022,10377,9673
15522,6135,11096,14319,11333,12490
15523,17649,16853,9193,16259,15140
15524,6386,3138,6662,10377,9673
15525,7152,16830,7557,5327,16350
15526,4475,11804,16673,5027,7514
15527,12795,6135,11096,2036,11333
15528,5253,13193,12273,7564,6074
15529,1951,4305,16019,16487,10234
15530,17667,10063,12049,13335,16652
15531,10616,9383,2671,6497,15479
15532,12552,12001,16863,4152,11991
15533,3663,9615,16138,9193,16853
15534,15596,16254,15713,11214,7602
15535,6135,11096,11333,12490,8665
15536,5391,12542,3465,9906,12694
15537,12859,12694,15703,15227,240
15538,5253,12273,7564,15190,2841
15539,5481,16234,9881,13145,7067
15540,13509,2208,10430,6268,15842
15541,1781,2208,14654,16042,7021
15542,1833,10149,7371,15821,15979
15543,13509,4305,6268,3739,14514
15544,14319,15312,10438,1822,11494
15545,13295,9599,10149,16350,11827
15546,6093,4254,7067,4279,13507
15547,15888,16092,14926,6754,3903
15548,11868,9881,16254,11298,2129
15549,1833,7120,15482,10149,7119
15550,8967,4965,9147,8419,4428
15551,9193,16853,16695,8398,16259
15552,6632,9167,11316,2052,8951
15553,13616,14055,3300,8063,2439
15554,16695,3763,11606,148,15632
15555,3809,4772,14136,1138,12639
15556,1951,4305,16019,16487,10234
15557,6386,12694,1273,9366,12212
15558,4825,13892,16784,10555,12267
15559,13963,12841,3763,10377,148
15560,9377,9458,306,2851,7371
15561,10222,3908,11026,11338,7560
15562,4825,13892,15697,10555,7619
15563,7147,10769,14006,9920,2220
15564,11362,15871,13662,10648,1888
15565,11805,11804,11801,11807,11797
15566,15888,16092,16385,13417,7119
15567,3763,148,6226,5381,6861
15568,2530,4538,752,790,16126
15569,7147,7067,16264,10769,9920
15570,9881,12008,7012,5874,2101
15571,13509,6268,5282,16728,14514
15572,13145,16254,9881,7147,15372
15573,13509,1138,6268,14514,5020
15574,13509,6268,11965,14514,5020
15575,2949,16234,16306,900,10079
15576,15888,16092,16385,13417,7119
15577,17259,11550,5640,16993,16125
15578,3029,1721,16913,4048,4175
15579,15824,6386,2530,16676,17323
15580,5114,14907,16943,5578,11483
15581,4966,13509,4965,6268,7503
15582,6632,4228,11316,1719,8951
15583,10114,1611,879,8471,2454
15584,4373,1951,1781,5854,1059
15585,12490,5391,17619,12694,7385
15586,16695,9723,3278,9857,10
15587,10349,16324,16483,7452,2829
15588,3763,148,5381,295,4863
15589,5856,3763,148,2175,5381
15590,13145,7147,14006,12008,7012
15591,17259,16031,3181,4239,6445
15592,518,13317,4373,1951,3660
15593,5253,12273,7564,6074,14624
15594,7147,10769,11298,11999,10250
15595,6277,11269,5976,4943,13036
15596,15534,6790,14131,11214,10387
15597,6386,3138,15053,10377,9673
15598,8892,9615,15799,16138,15638
15599,3756,2670,7637,16110,3556
15600,15434,16222,17375,13089,7919
15601,15715,16963,15478,15724,13577
15602,15888,16092,16385,4318,13417
15603,15301,17401,15932,1138,635
15604,5481,865,573,14006,9328
15605,15888,16092,16385,13417,7119
15606,4450,3937,8538,8161,4449
15607,13509,8154,4564,2597,6268
15608,6179,14941,15697,10555,7619
15609,3134,4847,2435,4972,16383
15610,4373,10349,16324,7452,2829
15611,8419,14354,9606,4428,2966
15612,4430,11333,12694,16675,12212
15613,1913,13509,6268,2355,14514
15614,15888,16092,16385,13417,14392
15615,5257,15824,3138,16676,1969
15616,17491,6300,7067,7147,14371
15617,9280,13036,9425,16514,15617
15618,12575,6886,9289,3745,8058
15619,9377,5310,6888,6225,11650
15620,7067,11298,11638,10250,4318
15621,1951,12575,4305,16019,16487
15622,9377,15506,10114,4920,16464
15623,1951,12575,4305,16019,4428
15624,16220,17478,9167,8632,5026
15625,11183,13615,16807,15251,9036
15626,16289,16287,5988,15821,16288
15627,17033,9660,15009,3464,16080
15628,10419,11542,2208,10430,5370
15629,3813,15378,1913,7147,7067
15630,1833,16092,8107,2458,10951
15631,9660,2036,11333,2032,12490
15632,5404,3763,148,5381,7574
15633,9881,15372,4318,15797,13088
15634,2922,14780,11362,4847,12573
15635,14615,9362,15703,12694,7385
15636,8645,2530,2829,16324,12941
15637,12979,17061,10886,16993,15748
15638,16138,9615,8892,10039,15638
15639,5027,16695,3763,11606,148
15640,5253,13193,12273,7564,15190
15641,5027,16695,232,3763,9680
15642,14615,12694,148,8658,4424
15643,6386,3138,15140,10377,9673
15644,15596,14131,12694,7385,15798
15645,9458,9377,306,2851,7119
15646,1833,5282,12002,3657,9899
15647,10287,3045,4279,9920,14275
15648,15506,10114,17667,6849,11387
15649,15799,12941,7049,8042,17405
15650,9660,15482,16385,5977,2192
15651,16857,14926,2771,3045,6754
15652,12575,6093,16789,1951,4261
15653,7067,10250,14371,4279,9920
15654,13145,7067,7147,15372,14371
15655,4373,1951,15102,5854,1138
15656,10419,3300,8665,1487,15821
15657,12575,13135,2939,15102,306
15658,7049,4428,8089,12686,11342
15659,13193,12273,15190,2841,14624
15660,1951,4428,10201,2966,11342
15661,9920,13088,11144,15902,6742
15662,16254,7103,11298,15756,10250
15663,12575,16789,8058,13135,13614
15664,5253,13193,12273,7564,14624
15665,6068,15685,3931,8177,12532
15666,997,10648,1888,10710,6298
15667,15372,11298,3983,5573,12182
15668,16138,9615,8892,15638,3802
15669,12573,14055,15734,4847,5127
15670,14924,5404,8665,12694,12079
15671,5253,13193,12273,6074,7471
15672,11333,12490,14822,148,16726
15673,16857,13457,2771,3820,2101
15674,16092,3138,11333,12490,5242
15675,3760,17219,14615,9362,12694
15676,11624,16807,4831,17329,10540
15677,15799,8892,16138,9615,15638
15678,13881,11269,8696,3684,15678
15679,13408,8696,4146,9261,8723
15680,9193,16853,16259,14721,15140
15681,8892,15799,9615,16138,15638
15682,13118,2434,5288,1808,5874
15683,12273,15190,2841,12177,5348
15684,3101,7587,7147,11298,14371
15685,9660,10419,9679,3931,15701
15686,13986,9027,4467,13025,12890
15687,8892,15638,7004,10732,17460
15688,1833,9660,16092,15724,11333
15689,10039,16385,14721,9213,16328
15690,9881,10769,15372,14006,10250
15691,13509,6268,7021,11965,14514
15692,9881,13145,15372,14006,4279
15693,7049,8419,4428,13551,2966
15694,15423,15055,16993,6594,13265
15695,5391,15243,12694,5381,12464
15696,3809,9622,1138,81,4428
15697,4825,16784,13892,15697,7619
15698,17259,16031,3181,4239,6445
15699,17259,16031,3181,4239,6445
15700,2530,17655,14191,16676,1969
15701,7258,14716,4521,9324,3931
15702,13614,16853,13135,4521,16259
15703,4430,15845,12694,7385,17440
15704,13963,8126,7594,16321,14973
15705,12694,12848,14146,2175,8989
15706,3763,12694,148,9673,5381
15707,5745,11382,16031,3540,14513
15708,5404,16695,2131,232,3763
15709,849,18,13570,6672,2895
15710,16138,4428,11342,12686,9729
15711,13509,6829,6268,9212,14514
15712,13145,14354,13088,9980,13661
15713,7671,16254,9452,9834,5946
15714,10951,5988,12947,15821,11025
15715,4521,3059,9324,16392,9171
15716,12795,7152,17308,354,2841
15717,16695,7397,9723,1008,3278
15718,5344,4475,5370,5327,8663
15719,15888,16092,16385,9016,13417
15720,5976,13453,12018,8464,4831
15721,8967,7067,15876,14371,7602
15722,13509,6268,14514,12828,10762
15723,6135,11096,11333,12490,15674
15724,16254,7067,16963,10039,15724
15725,4373,1951,15102,5854,13619
15726,10972,3763,10377,12694,15794
15727,9193,16853,7327,16259,15140
15728,6386,3138,2022,14346,16706
15729,13036,6497,17103,13615,8344
15730,6386,3138,2022,15053,10377
15731,16695,16830,7397,3278,1546
15732,10122,9289,7484,8542,15888
15733,13963,7147,13807,8126,5573
15734,12573,4847,2236,14055,15734
15735,17273,9615,16138,13433,5327
15736,15799,8967,12941,7870,4428
15737,7067,13145,2454,879,8471
15738,2946,7096,7147,16254,7067
15739,4475,14673,5027,16611,8663
15740,12795,5404,232,3763,9680
15741,5404,14924,2783,15023,15845
15742,13509,10581,1689,15062,8493
15743,15951,5404,16695,232,3763
15744,16138,9615,8892,9154,2454
15745,4772,14136,12639,4428,11342
15746,5370,6760,2277,11675,9659
15747,16220,9167,2368,2016,4610
15748,17259,16031,3181,4239,6445
15749,5253,13193,16493,15162,5765
15750,15476,952,8543,5481,16234
15751,6477,16853,9193,2206,2282
15752,15258,14966,15016,2901,16807
15753,16254,12008,7012,2101,2400
15754,16695,8398,15140,5391,14758
15755,1781,13295,7021,16350,5988
15756,4772,14136,12639,9095,4428
15757,13295,12248,16350,16027,5282
15758,16234,9310,16092,12329,9577
15759,16234,2368,15799,5481,8892
15760,17259,16031,3181,4239,6445
15761,14716,15506,17667,6302,1686
15762,1951,306,10603,9819,3660
15763,16092,11333,15674,5242,10377
15764,7953,11333,5391,14758,17219
15765,7067,15372,14371,9920,7057
15766,13145,9987,11298,14006,4279
15767,16963,15724,13577,14721,9213
15768,13963,16092,9013,8126,9661
15769,10886,11728,95,15836,2455
15770,13509,6268,5282,14514,14582
15771,13145,10769,11298,15372,4279
15772,12575,16789,13135,2939,306
15773,9377,9458,306,2851,7119
15774,8645,8925,7455,2208,9763
15775,8925,8645,11678,11677,7455
15776,12639,3193,5282,16511,12686
15777,1611,17667,9623,16013,9341
15778,13509,4564,16324,10977,6268
15779,14654,13121,18,15821,13570
15780,1611,15506,10114,17667,1745
15781,10419,995,6068,13714,15808
15782,7147,7067,10769,14517,11298
15783,10114,8380,15506,17667,11387
15784,7067,10769,10250,14371,4279
15785,9012,16424,16131,16031,11728
15786,13963,3138,10377,16321,14973
15787,10769,14654,14006,15530,2012
15788,12941,4428,12686,11342,16665
15789,13118,2434,5288,1808,5874
15790,11157,13509,2208,10430,6268
15791,17259,16031,3181,4239,6445
15792,16857,2771,15372,2101,9920
15793,6386,15100,3138,10377,17457
15794,6386,3138,10377,9673,11202
15795,16234,2368,16092,328,9577
15796,12575,2939,11576,306,2913
15797,7067,13145,16254,14006,15797
15798,12795,3763,148,7385,5381
15799,16138,9615,8892,10039,15638
15800,15996,13498,11843,16765,5742
15801,16254,13145,14006,4279,10250
15802,2530,8058,16857,16676,1969
15803,5404,14924,12558,16198,16027
15804,9193,16853,2253,16259,15140
15805,232,3763,3278,148,15632
15806,15793,7577,12694,16944,191
15807,2530,16789,16092,16385,14191
15808,17516,15482,9377,16830,15808
15809,8967,9881,7147,15876,9920
15810,10188,11269,13036,3904,2901
15811,8077,14413,17339,16635,10252
15812,5253,13193,7564,15190,2841
15813,1795,5467,3297,4428,11342
15814,13509,6268,5282,1291,12051
15815,4305,4772,9147,2474,4428
15816,9304,2512,11553,10176,14237
15817,12008,7012,4706,10144,14710
15818,10419,3300,1487,15821,4548
15819,13509,2208,15628,14514,6212
15820,10419,15808,14443,1487,5988
15821,1833,3300,10951,11025,18
15822,6386,3138,6662,10377,15956
15823,9193,16853,7327,16259,15140
15824,2530,3138,16676,1969,17323
15825,11096,6135,11333,12490,3263
15826,11333,12490,3763,10377,12694
15827,12575,4261,2939,14926,2752
15828,4254,16963,15724,13577,2022
15829,12575,4373,1951,2939,15657
15830,997,1888,10648,10710,6640
15831,13193,12273,7564,15190,2841
15832,12573,14055,4847,14673,14136
15833,14671,15372,12008,7012,2101
15834,4847,2236,14055,15734,12573
15835,13892,16784,4825,6179,14941
15836,7067,13145,2885,14371,2220
15837,1833,7120,15482,10149,12558
15838,11387,10966,14857,17682,10063
15839,1951,2939,4305,16019,4428
15840,15888,16092,16385,13417,7119
15841,11026,3908,10222,11338,8996
15842,1781,2208,14654,1138,7021
15843,16234,16092,9577,12490,900
15844,8665,5370,12639,5282,8663
15845,7637,7025,15023,8956,14527
15846,1243,16110,9475,10912,9510
15847,8892,9615,15799,16138,15638
15848,8892,13018,4428,11825,12686
15849,6386,3138,10377,9673,14065
15850,7147,15372,12008,7012,14371
15851,3300,10430,7021,15842,18
15852,13509,6268,14514,5020,8897
15853,9615,16138,8892,15799,5995
15854,10769,15372,10250,2220,15797
15855,4847,2236,12585,6463,12012
15856,15710,4428,12686,11342,9729
15857,8786,16138,8892,9615,11190
15858,6888,17478,14449,3964,10122
15859,9377,6902,17166,16918,11237
15860,9193,16853,16259,13955,15140
15861,6386,3138,16259,2022,15140
15862,15951,16695,3763,9680,3278
15863,5253,13193,7564,15190,2841
15864,13145,14654,14006,15530,14371
15865,13509,9132,6268,14514,5020
15866,15888,16092,16385,13417,7119
15867,16234,2368,16092,9577,900
15868,9881,13145,4318,7602,5643
15869,2434,5288,16389,1808,5742
15870,12575,6093,13135,4261,8058
15871,11362,15871,13662,10648,1888
15872,12575,4261,8058,13614,6093
15873,15713,15147,8605,8292,5985
15874,17259,16031,3181,4239,6445
15875,15793,12694,16944,17110,12212
15876,8967,7067,16254,14006,10250
15877,16642,9193,9377,16853,16259
15878,11096,6135,6487,11333,12490
15879,12447,13584,14654,5988,1487
15880,3964,16385,2771,13164,13593
15881,6386,10377,9673,14065,16122
15882,1028,4775,3663,9193,9615
15883,1951,2939,4305,9819,16019
15884,9660,15482,12849,16385,5977
15885,5253,13193,12273,7564,15190
15886,3138,11333,12490,900,15674
15887,9013,1139,5437,9122,14964
15888,3964,14449,6888,16092,15858
15889,16695,232,3763,148,1546
15890,15993,11121,170,11331,16053
15891,6386,16092,11333,12490,15674
15892,6386,3138,16259,10377,9673
15893,7186,13344,3660,16692,17634
15894,5404,15951,3763,11606,3278
15895,8704,7564,4781,15190,2841
15896,13145,10769,14371,4318,9920
15897,320,1011,8475,1833,2368
15898,8971,16385,11331,4653,13417
15899,16032,679,10257,7537,16261
15900,5404,779,13807,14973,12079
15901,7152,4475,354,16350,15526
15902,7067,13145,16254,14006,15797
15903,6260,9251,12795,14670,752
15904,16853,9193,13257,2397,16259
15905,4152,1719,8488,12087,2921
15906,11852,10080,991,5816,3156
15907,10608,3403,16731,4048,10598
15908,10769,10250,4279,4318,15797
15909,9615,15799,4428,2966,11342
15910,16238,13909,10188,15258,4468
15911,6386,15100,3138,6662,10377
15912,6001,1243,13453,6277,13615
15913,5492,14656,5519,1686,1745
15914,2530,8107,2851,16676,1969
15915,13509,11244,6268,14514,5020
15916,11448,8107,14654,14276,2851
15917,12575,4261,8058,6093,16789
15918,15951,3763,148,3669,5381
15919,15888,16092,16385,11335,13417
15920,7157,15053,15674,16012,5242
15921,12795,16695,232,3763,148
15922,3820,2938,9212,1871,15227
15923,9881,16963,15724,13577,14721
15924,3664,1877,8629,5563,3541
15925,232,3763,9680,11606,3278
15926,13509,16483,1757,6268,7021
15927,16464,10361,6998,17682,16269
15928,1833,3133,16092,2851,7119
15929,11279,17667,1686,11387,4376
15930,16234,2368,16092,9577,900
15931,1415,5454,3897,9087,8344
15932,4943,4831,8956,9036,17329
15933,8380,7235,1593,13335,16652
15934,10349,16324,2829,7452,16483
15935,10769,12008,7012,10250,14371
15936,8967,1951,16008,12575,4305
15937,17273,16138,8892,11121,5327
15938,11121,15937,15939,1932,15940
15939,11121,15937,15938,15940,16655
15940,17273,9615,15638,11121,15937
15941,9615,10039,15638,9213,8522
15942,8892,1951,16138,15638,17472
15943,1781,13509,7021,15842,5020
15944,13509,6268,2623,9606,2726
15945,5027,12795,17633,555,960
15946,13509,2208,10430,6268,13980
15947,7067,13145,11298,4279,14371
15948,16483,2829,7452,16324,10349
15949,13145,16254,7067,10769,14006
15950,6386,17342,17377,7075,4428
15951,5027,5404,3763,3278,148
15952,11037,16918,11237,11387,15952
15953,16269,15506,8380,1745,11387
15954,5404,3890,306,17602,12079
15955,306,2913,7119,7371,10608
15956,6386,9193,17062,3138,16706
15957,17342,3138,17377,12527,9245
15958,8892,16138,15799,9615,10039
15959,2530,16676,12941,1969,6489
15960,13145,7067,16254,7147,10250
15961,1833,6041,11333,12490,8665
15962,12505,6988,6445,13205,10196
15963,5976,1243,13615,16110,8344
15964,7637,15236,10041,16110,4110
15965,13509,6268,7503,7304,14514
15966,14716,4521,16602,15274,9163
15967,16132,16864,9489,14966,4623
15968,5404,779,12288,7119,7371
15969,9881,11348,2003,10250,4279
15970,1138,4428,10201,12686,11342
15971,17273,10039,9141,5571,4702
15972,6386,16853,15100,3138,10377
15973,12795,5404,7152,12558,354
15974,11096,11333,12490,11606,14595
15975,10955,15793,12694,16944,17110
15976,6386,17062,3138,13955,16706
15977,3138,16321,14973,9673,14065
15978,3763,9680,3278,148,14790
15979,1833,10419,8665,16350,5282
15980,13614,13135,8892,9094,9819
15981,9660,2036,11333,2032,12490
15982,6386,3138,10377,9673,14065
15983,3964,16385,16328,15321,13417
15984,5344,12273,15190,2841,8976
15985,6886,9002,5481,752,17330
15986,3291,15888,16092,16385,13417
15987,10395,13509,10393,10277,6268
15988,4236,3763,13369,148,13719
15989,15123,5404,3100,16830,3217
15990,13509,11261,16070,6268,14514
15991,5253,13193,10042,15190,6348
15992,12575,13614,8058,8449,2939
15993,16853,9193,16259,15140,11238
15994,16254,11298,16173,4318,6809
15995,7067,9881,10769,3081,4279
15996,6019,13147,10777,16765,15247
15997,15888,8449,16092,9661,3903
