,rec1,rec2,rec3,rec4,rec5
13914,13509,13519,6420,14446,9053
13915,7067,15372,2249,13088,10305
13916,15478,12197,4611,1877,12361
13917,7067,15372,4305,4772,4611
13918,7067,15372,3809,13609,5625
13919,14055,4847,15734,1727,12528
13920,16504,10879,4428,6984,3010
13921,9881,11298,4279,9920,5573
13922,16697,6323,6226,1313,1997
13923,12086,6727,1755,8013,17261
13924,1487,15842,10737,9853,10960
13925,10520,11432,11338,14260,13718
13926,9193,16259,16706,6662,17457
13927,9289,13135,5481,13614,16234
13928,1951,17225,16487,9470,6552
13929,16370,12575,2939,16306,723
13930,17145,14774,4827,16487,1694
13931,2516,1913,6233,7058,8187
13932,16092,3895,14485,14392,6282
13933,5854,4305,16019,10234,14446
13934,7067,15372,15053,13088,10305
13935,12428,12639,3193,8084,6328
13936,8967,13509,6268,14514,5020
13937,12795,3763,7843,5381,7379
13938,9377,15619,7152,16830,13807
13939,2376,9425,16514,11991,15617
13940,6386,3138,6590,10377,9673
13941,17273,8892,15638,13433,9147
13942,13914,568,7849,834,4083
13943,10769,15053,15674,11076,6083
13944,4521,4305,7501,6119,3660
13945,1951,12575,2939,16379,16665
13946,6386,3138,6590,11714,16321
13947,8665,9204,10879,12079,4185
13948,314,3809,7501,15053,1138
13949,9679,3931,10149,3544,5732
13950,16238,3562,5974,3149,2623
13951,3820,6829,9212,240,15214
13952,6386,3138,10377,9673,14065
13953,12795,232,3763,11606,148
13954,10769,6119,15053,15674,9060
13955,6386,3138,14893,8659,10347
13956,6119,16019,4428,10234,5623
13957,4699,6888,15638,7009,16692
13958,6386,3138,2022,10377,12079
13959,11096,11333,12490,5242,12212
13960,12575,3745,9289,2939,13927
13961,7259,15576,11204,1321,12462
13962,1951,6917,12575,775,16379
13963,14532,6300,7147,9881,9920
13964,8380,15506,16548,1686,1745
13965,1833,7120,11333,8665,12558
13966,7147,13145,10609,14006,7602
13967,14926,6754,14371,10250,7602
13968,7067,15372,13088,10305,13734
13969,9660,15482,7765,3903,4120
13970,10149,5282,16504,6984,10389
13971,12490,5242,16432,14392,7531
13972,7067,15372,13088,10305,11662
13973,1686,10966,14857,7768,13335
13974,2671,9383,15479,8387,5200
13975,12490,12542,3263,5242,16009
13976,483,808,3149,12639,2638
13977,2032,12490,8665,10910,9204
13978,10769,5571,1138,17567,11145
13979,11292,3268,8542,15506,2469
13980,10419,10430,5370,7158,14561
13981,11096,11333,12490,5242,8073
13982,2052,15530,1487,5852,6352
13983,6982,7335,10932,4209,10244
13984,10445,17342,135,17377,4763
13985,4564,13464,14100,14446,12232
13986,9499,9027,4612,14882,11749
13987,7067,15372,1291,13088,12051
13988,15038,13988,13909,10188,12194
13989,9415,6112,2432,6034,9573
13990,12686,16665,9707,12971,13528
13991,5282,13992,16504,622,1657
13992,16504,622,12607,13991,1657
13993,14751,7088,4428,3010,14446
13994,6811,5282,8663,13700,15979
13995,10445,17342,17377,12324,6782
13996,12575,13135,2939,10711,3160
13997,15638,9147,2966,12686,11342
13998,16106,5813,6395,1731,13154
13999,5027,354,11606,148,17701
14000,8873,4373,15102,10850,205
14001,531,7090,3858,12169,17701
14002,1951,12639,16487,3403,6328
14003,11432,2703,12934,2679,12928
14004,4564,3728,11342,2777,12937
14005,12830,10732,17460,16786,233
14006,13145,11298,7602,7324,14824
14007,17649,8126,148,14973,16321
14008,8126,148,14973,16321,12109
14009,14866,2966,11342,12686,9707
14010,2102,6300,7147,4279,14371
14011,12575,3138,14926,6754,9136
14012,14800,12145,4856,7112,2806
14013,11096,11333,12490,12212,6958
14014,5282,16504,6328,15979,1657
14015,10769,5571,1138,17567,11145
14016,10334,10843,11790,2966,14408
14017,16525,1497,2207,15205,4156
14018,4521,9324,1877,12361,12186
14019,2036,10149,15674,14034,14095
14020,6386,3138,10377,9673,14065
14021,12490,11892,7241,6896,4072
14022,3138,10377,11714,16321,14973
14023,10769,5571,1138,11145,4428
14024,16264,10769,11453,14721,8522
14025,10769,5571,1138,11145,17567
14026,6386,3138,10377,9673,14065
14027,17377,12288,12639,5242,6328
14028,10149,15053,6841,6889,212
14029,17523,5010,8858,4709,3231
14030,9679,14644,10154,3235,7110
14031,13698,6487,1870,3692,7483
14032,9183,1951,11565,7401,8118
14033,3245,10769,15674,16504,12812
14034,10769,2036,1138,15053,15674
14035,10419,6068,11289,10154,16504
14036,9881,2220,16920,5497,12587
14037,13193,12273,15190,1990,12916
14038,4305,15053,4428,10234,5623
14039,11121,4317,15530,4706,1593
14040,13614,13135,9167,14737,14981
14041,5391,7017,10013,12150,12354
14042,9615,14926,6754,16176,12686
14043,4305,3660,16019,11342,10234
14044,13963,9458,11974,3650,3035
14045,12659,3686,5584,13210,7566
14046,12575,3745,9289,5481,2939
14047,1138,4428,5263,11282,755
14048,4847,15734,14055,1727,9351
14049,16963,10769,10304,3400,16655
14050,13509,6268,7337,13177,14514
14051,6820,13614,4857,11688,4552
14052,1951,11305,2939,339,6590
14053,7564,17336,2841,14624,6654
14054,9881,13145,14006,14371,4318
14055,4847,14055,2236,12573,15734
14056,7067,15372,11788,4153,13088
14057,8967,1951,8042,12686,9707
14058,4279,7602,9980,6300,7147
14059,7621,13619,16024,16487,12589
14060,16254,8547,14926,6754,14371
14061,6386,12575,2939,3138,10079
14062,16890,726,654,12479,648
14063,15797,7602,16920,6300,7147
14064,17459,679,10257,1820,6708
14065,6386,16853,3138,10377,9673
14066,11790,2966,12686,14408,16665
14067,13135,13614,10711,17472,4611
14068,13443,2801,1940,11790,2778
14069,1626,9053,1468,14240,6268
14070,16963,10769,14721,8522,5915
14071,8696,3684,8723,14071,5049
14072,9147,11790,2966,12686,8605
14073,7347,13434,7348,2938,9212
14074,14609,13885,10912,16820,13596
14075,13781,10149,16504,10389,13801
14076,3895,7870,16504,14485,11342
14077,5282,16504,14035,10273,6984
14078,14006,4279,14371,9920,16920
14079,12573,2236,4847,14055,1727
14080,10224,17103,4807,14081,11952
14081,14080,8013,8546,4807,11952
14082,8681,8680,8682,3352,9053
14083,3818,10455,3352,9053,11334
14084,16178,12877,10959,11841,10960
14085,14514,5020,2356,13519,17701
14086,11944,11945,9565,12084,11416
14087,10769,6119,15674,3235,12812
14088,16234,2368,6886,9577,7501
14089,12490,12542,5242,16009,14392
14090,8362,10149,7111,7110,10389
14091,10769,14654,2787,15674,3235
14092,14098,10149,12668,11724,10389
14093,10149,14092,5754,8718,10398
14094,8362,14098,10149,14092,7111
14095,10149,3228,10389,8855,3230
14096,10769,14654,10149,2787,3235
14097,10769,10149,15053,16504,212
14098,5812,15053,14092,5702,15867
14099,3242,3239,3245,5238,3244
14100,3242,3245,5238,3239,14099
14101,7637,4623,5071,8350,10912
14102,13509,5020,13519,17701,6420
14103,13849,3145,17044,16372,1048
14104,10896,3145,17044,466,354
14105,13509,6268,2381,16292,14514
14106,7067,8944,13088,10305,6657
14107,10419,12447,7557,12288,7111
14108,13509,14514,17701,13519,8555
14109,11956,1674,15821,6808,13570
14110,9455,13881,15678,14071,10912
14111,4373,1951,15102,14514,5020
14112,6386,3138,2022,12079,11858
14113,629,393,9215,4946,4102
14114,11096,11333,12490,9362,11381
14115,5854,6139,10234,5623,4008
14116,12575,2939,12407,13150,10191
14117,16863,14837,4610,3489,9967
14118,3895,1048,7111,7110,4861
14119,16695,2036,12490,15674,14034
14120,13509,302,4208,4343,8897
14121,10616,6497,9383,3987,15479
14122,7139,17393,10819,5020,5558
14123,8453,3181,16125,11550,11620
14124,14283,6386,9193,3138,10377
14125,15055,4509,12339,11550,11020
14126,6386,15100,3138,3809,11606
14127,6386,16321,14973,12109,11858
14128,5404,2499,148,15632,7574
14129,12505,2947,4935,5640,11728
14130,11707,7768,10063,16269,1611
14131,15596,2022,16655,8989,9673
14132,14012,17701,14446,12472,4991
14133,2208,7021,15842,9853,2782
14134,7111,8718,2994,4856,3230
14135,2036,12490,15674,16675,14034
14136,4254,2435,10250,16383,2220
14137,9193,15100,12079,11332,15154
14138,4279,14371,9920,4318,15797
14139,1951,4305,16019,16487,16379
14140,15372,6376,3199,6657,12727
14141,6119,1138,4428,10234,5623
14142,15322,16796,17019,6418,13733
14143,7067,15372,8083,2125,14507
14144,5481,13145,14006,900,9328
14145,3820,13593,12100,2938,240
14146,2022,10377,8989,12079,16944
14147,1951,16024,12828,6038,3079
14148,5253,13193,7564,6074,14624
14149,4093,7976,16110,6251,8464
14150,15799,15638,11816,9147,6998
14151,12575,2939,2752,16688,13249
14152,15638,12288,9147,8042,14485
14153,16264,11453,14721,6119,8522
14154,9193,16853,16259,15140,6662
14155,16695,6119,10,148,7569
14156,16963,10769,10304,7501,15867
14157,9324,16694,1877,12361,15515
14158,13614,15799,8892,13135,16138
14159,6268,5020,14595,17701,6420
14160,6139,4428,10234,5623,4008
14161,3820,4772,2623,8663,2789
14162,10769,8173,9095,4428,2529
14163,4305,13556,10134,16019,11342
14164,4428,3997,3010,14446,1841
14165,15638,15265,15710,4490,9925
14166,17273,2364,15638,13433,9147
14167,4373,1951,15102,5854,16024
14168,13509,16483,6268,14514,5020
14169,7067,15372,17388,16776,13088
14170,11432,3573,3134,14671,9360
14171,12490,12542,5242,16009,14392
14172,15888,16092,7119,9661,14392
14173,410,7021,8605,8810,8222
14174,7067,14442,13110,15372,13088
14175,8107,14654,10853,5988,1487
14176,15888,16092,13417,7119,3903
14177,11513,2101,13593,17654,16655
14178,11432,16092,9013,11333,4120
14179,12490,12542,15053,5242,16009
14180,16254,13145,10250,16920,4913
14181,14751,1138,4428,3010,14446
14182,1951,11801,12575,6590,16379
14183,10605,4001,9146,2341,11831
14184,15638,9147,11790,12686,16112
14185,9937,15105,16053,11300,14705
14186,15105,12542,17132,15983,16009
14187,14924,5404,9204,9450,12079
14188,7067,15372,6096,2803,17019
14189,6386,15053,13593,15205,14065
14190,6627,14251,7169,2966,13749
14191,5687,1895,10703,11321,2530
14192,7067,15372,16433,13088,10305
14193,9615,8892,16191,13417,1665
14194,14751,1138,4428,4174,3010
14195,2434,5288,6891,7076,7563
14196,5571,11145,17567,16019,4428
14197,11335,15321,13417,9661,3903
14198,7455,17405,1703,16874,6038
14199,9660,15482,5977,13609,9661
14200,10149,5437,6889,8460,17468
14201,12639,3193,8084,7158,6328
14202,9193,17342,15638,2032,12288
14203,5288,1808,5874,10944,5127
14204,6811,8533,2966,9707,15022
14205,6611,14136,8535,6590,7299
14206,16238,3562,5974,3149,17659
14207,16254,13145,14006,10250,14371
14208,9193,10708,15724,13577,17377
14209,10769,8173,4428,4271,7964
14210,1951,6627,15106,10603,14251
14211,9499,9027,4612,14882,11749
14212,2036,15674,5563,14034,5367
14213,16695,6119,15053,10,2175
14214,10149,6119,7569,6889,14212
14215,10769,15674,16504,4005,12812
14216,15638,2966,12686,11342,16112
14217,15322,16963,10769,10304,9040
14218,12490,5242,16009,14638,766
14219,7147,13145,4279,4318,2220
14220,17119,4772,12639,5043,13519
14221,6386,3138,10377,9673,14065
14222,3300,2277,15842,18,475
14223,7155,12273,12319,3217,2887
14224,13509,7452,6268,2828,14514
14225,3138,3809,11606,10377,9673
14226,4475,16673,10058,15526,3669
14227,4475,5027,10058,15526,3669
14228,629,12273,393,4946,4102
14229,17273,2006,11121,3498,13433
14230,13515,12273,14231,12939,10628
14231,12273,17625,14230,12916,10628
14232,10648,997,6640,11225,5842
14233,8107,10951,16027,5734,11025
14234,4847,14055,2236,12573,15734
14235,12602,10844,6590,5116,12686
14236,9193,16853,16259,15140,13108
14237,9304,2512,16949,3108,14959
14238,12639,3193,6328,14392,13519
14239,10815,16695,10039,5391,14346
14240,12941,16960,3952,9707,5062
14241,13081,8789,7,5578,12524
14242,10149,4023,13570,8718,10398
14243,14644,16504,11462,2739,2738
14244,2530,16789,16676,3301,1969
14245,12273,14942,11406,10628,12916
14246,10039,15638,9213,5571,7168
14247,6035,16014,15127,15533,3132
14248,8892,8967,8042,12686,16665
14249,17273,9615,16138,8892,8042
14250,14958,13810,13593,2938,240
14251,7067,15100,15372,13370,17288
14252,6807,1487,15842,9853,14641
14253,12639,3193,8084,6328,14392
14254,14442,3660,16019,11449,15598
14255,10419,8665,5282,9204,10273
14256,13135,13614,16013,3280,17472
14257,7067,15372,13088,10305,6657
14258,10039,15638,7168,12996,9147
14259,10769,9095,8089,4428,4271
14260,4847,15734,12573,14055,2236
14261,3365,7067,3362,3940,3366
14262,6386,3138,10377,9673,14065
14263,9147,2966,8605,16665,9707
14264,12490,15674,5242,15763,14034
14265,9268,15068,12490,11583,16126
14266,16092,1170,3235,14392,15602
14267,3931,15701,1487,15842,9853
14268,13714,12947,12484,10356,9589
14269,13121,17702,13570,2237,9157
14270,16234,668,2368,9577,541
14271,14266,7085,750,6212,3157
14272,16853,16385,15140,4426,16706
14273,5481,10122,16234,11650,4205
14274,7152,2368,11179,9049,16811
14275,9881,4279,14371,9920,7602
14276,4279,9920,2220,7602,5573
14277,5404,14924,8665,12558,12079
14278,5282,16504,4428,6984,3010
14279,15248,10241,12245,859,552
14280,10235,6036,16486,17109,16758
14281,5976,1865,1838,1621,10046
14282,16031,3174,4463,3181,10196
14283,6386,10377,9673,14065,11858
14284,13509,6268,16350,14514,5020
14285,15638,9147,12686,4859,13519
14286,410,16406,3300,14295,15842
14287,9094,4428,10918,3997,3010
14288,3809,1138,13630,6948,13519
14289,13135,13614,16385,17472,13417
14290,11096,11333,12490,16432,8174
14291,9642,16611,14292,4084,16166
14292,9642,7654,16968,2128,16166
14293,8126,148,16321,14973,12109
14294,8209,7772,16786,7786,7960
14295,7266,3946,6689,9908,13587
14296,10769,8173,9476,9095,4428
14297,3245,13121,18,13570,1657
14298,3245,8009,9679,10149,14644
14299,10769,1138,16504,4428,11790
14300,4564,13295,16350,10879,11790
14301,2670,7976,4943,13453,7996
14302,17362,4152,1719,2921,15279
14303,13509,6268,6801,14514,5020
14304,4279,15797,5643,9980,15902
14305,10149,16504,9315,10389,6967
14306,13570,12607,6702,14446,1657
14307,5282,16504,15979,1657,14309
14308,10149,1138,16504,10879,6984
14309,10149,13570,8718,10398,14306
14310,1833,3193,4120,1784,5084
14311,4475,10058,15526,3669,17701
14312,2946,7096,8380,10114,1611
14313,10419,2368,9115,6352,4526
14314,10419,1833,10951,6821,5734
14315,1617,17487,11790,7661,2778
14316,9615,8892,16138,15799,1765
14317,12575,6093,4261,1951,8058
14318,4305,13877,1138,16019,11342
14319,5041,7706,4612,14882,14806
14320,10769,5571,1138,17567,11145
14321,8892,15638,16692,9147,1765
14322,9193,2022,10377,9673,14065
14323,10769,1138,16504,4428,11790
14324,16963,10769,10304,240,5468
14325,8077,14413,17339,16635,10252
14326,2678,11790,11342,16112,8605
14327,12490,12542,5242,16009,10676
14328,2554,12768,4772,16511,7509
14329,9069,12710,12435,16859,448
14330,16963,10769,10304,2865,9040
14331,10618,17649,10312,6671,6662
14332,12490,12542,5242,16009,11759
14333,11096,6135,11333,12490,17219
14334,16920,7795,13661,5838,6300
14335,16695,2036,12490,15674,1093
14336,1833,50,14337,2504,3027
14337,14336,50,7119,2504,7371
14338,12490,8665,12558,9204,1147
14339,15053,15674,16504,14034,5367
14340,1833,16092,2851,7119,7371
14341,10149,1138,6889,14034,10782
14342,17193,14941,9510,14527,2623
14343,4305,1138,16019,11342,10234
14344,10114,9193,16264,7017,1593
14345,6046,6836,14514,6420,8897
14346,9193,16259,17019,12288,16706
14347,16673,5253,14791,15190,2841
14348,13698,16234,9577,900,5578
14349,7113,10634,10633,6959,5432
14350,5027,12795,354,148,3669
14351,16695,5391,1008,3278,148
14352,13118,10769,8173,10117,6190
14353,9069,12435,16859,14329,9894
14354,16254,13145,14006,10250,7057
14355,16963,10769,10304,3809,1138
14356,16963,10769,15427,14721,8522
14357,2859,2858,7512,4867,12252
14358,7557,16937,14800,8172,1462
14359,16963,10769,14654,936,11520
14360,6655,12273,1871,13013,17593
14361,12273,17395,5328,10628,12916
14362,10058,15526,3669,17701,6969
14363,12447,12273,7111,7116,5459
14364,6386,2022,12079,14065,14934
14365,5404,14924,12558,16027,9204
14366,4564,3660,2623,10352,11342
14367,3181,16993,16403,6375,11633
14368,8821,16767,17631,11342,13519
14369,7067,15372,17172,13088,2710
14370,4305,282,4772,9147,11790
14371,13145,11298,7602,7324,14824
14372,1951,12575,6341,16379,16665
14373,4373,1951,15102,16555,16024
14374,10769,8173,4428,4271,16253
14375,9146,10603,16392,11326,12683
14376,8693,6632,11876,2352,3486
14377,10769,13638,6119,4428,10234
14378,5545,16498,16927,3401,14913
14379,6139,10879,10234,5623,4008
14380,15591,6452,3181,3174,16908
14381,4935,16403,11620,3540,13205
14382,4226,15842,1626,5485,14446
14383,13509,11097,6268,2828,14514
14384,14385,16261,7537,12853,5974
14385,14384,6611,13344,9722,12853
14386,14385,6611,14384,9722,642
14387,7913,7912,8842,8120,3717
14388,3024,9094,3660,5571,17567
14389,7870,4428,11342,13519,11144
14390,15638,11790,11342,8605,16665
14391,3300,5988,16227,6283,15821
14392,7067,16092,5242,7371,17054
14393,9615,1765,8419,10201,12686
14394,5932,13741,13570,13742,2507
14395,5366,15550,4748,204,14446
14396,9510,14527,7857,10756,12223
14397,15996,13498,16765,15247,5742
14398,6268,17701,8897,14561,14446
14399,8727,13609,261,5068,12033
14400,16024,10612,8897,11689,4162
14401,4775,1028,16259,15140,1004
14402,8126,148,16321,14973,12109
14403,8380,8449,15067,13593,7017
14404,11261,7021,15626,4489,8605
14405,7067,15372,13018,13088,15873
14406,6520,13852,13237,15507,6590
14407,7992,9535,15842,13570,13804
14408,16138,15799,15638,13433,9147
14409,12573,4847,15734,1727,8211
14410,724,10769,15867,15674,240
14411,15123,5404,6156,2908,4856
14412,2368,9377,12288,7765,4611
14413,8077,9931,16635,9930,17340
14414,4305,3660,16019,11342,10234
14415,7111,8977,11808,15175,4856
14416,17045,15181,11245,1962,2897
14417,7870,12639,16504,4428,11342
14418,10355,5555,10493,15387,1673
14419,15372,13088,12727,5395,9240
14420,3684,17103,9018,16680,8951
14421,17424,12948,18,6212,3157
14422,3767,11154,5661,3484,400
14423,11298,12008,7012,2101,2220
14424,17273,16138,8892,1781,15799
14425,12490,15674,5242,10676,14392
14426,10896,724,5578,4119,16345
14427,16796,4305,7870,4428,11342
14428,3763,148,7644,8132,789
14429,16504,4428,6984,8579,3010
14430,16695,10639,16264,14721,4639
14431,13074,13849,11475,13198,461
14432,12490,16239,14392,4048,14255
14433,13584,3300,1487,14391,9870
14434,15734,2236,11797,8211,2508
14435,4521,14721,9302,13927,8522
14436,15100,2142,203,12212,5630
14437,13509,16678,7193,13592,7613
14438,9193,15100,9673,12079,14065
14439,6119,16019,4428,10234,5623
14440,16655,8989,12079,11332,8880
14441,10445,17342,17377,16911,8528
14442,13135,13614,16013,16692,17472
14443,13584,6068,3931,1487,9853
14444,3895,17702,9460,12467,16504
14445,8380,11387,17499,16845,1593
14446,4564,5854,4428,11342,10996
14447,10769,8173,9095,10513,4428
14448,13135,4521,3059,17472,8309
14449,3964,6888,5310,15888,16385
14450,13955,14893,17565,11170,10347
14451,779,5404,567,17562,12079
14452,3300,18,13570,475,6212
14453,11958,18,11833,6212,11957
14454,17273,16138,8892,5327,2300
14455,16125,16908,6375,15760,2593
14456,13509,12184,6268,14514,5020
14457,10769,15867,15674,3235,16504
14458,15482,2368,8362,16667,10858
14459,9289,13135,5481,13614,13927
14460,4093,6277,1243,13036,11201
14461,6886,12490,900,14088,7501
14462,8333,13571,7021,3191,11220
14463,7049,12639,3193,16845,6328
14464,10419,15482,8665,12288,3263
14465,7147,16254,9881,14006,10250
14466,16264,10769,8173,15648,9095
14467,11550,16125,4239,13205,15748
14468,9881,7147,14006,4279,9920
14469,10769,8173,15053,9095,4428
14470,10769,8173,8951,3295,9095
14471,14615,9362,12212,14531,3476
14472,13193,7564,14624,6074,14551
14473,1783,148,8960,4759,12786
14474,2104,8398,10143,11146,6662
14475,8967,17062,7147,15876,5643
14476,13593,2938,16012,1793,1267
14477,10188,11269,13453,15406,11201
14478,4564,2208,5732,15842,11342
14479,7067,15372,13088,7130,12727
14480,1833,15482,7120,6135,7119
14481,10149,13570,8718,10398,8962
14482,11432,6242,16092,11333,13240
14483,8665,5282,16504,10879,14035
14484,8333,4362,7021,3680,833
14485,15638,11733,13164,13433,9147
14486,13121,15273,13570,13804,1657
14487,16468,6331,2949,10033,7612
14488,10349,16483,2829,7452,16960
14489,9881,16254,13145,4279,10250
14490,7067,15372,3414,2372,13088
14491,10769,8173,16504,9095,4271
14492,6632,16220,11316,1719,3486
14493,12490,12542,5242,16009,8658
14494,7067,14496,15372,1947,13088
14495,4564,16504,11342,10996,9315
14496,17565,14893,11170,10347,8659
14497,10149,16504,6984,10389,8718
14498,10769,10149,16504,6984,14497
14499,16220,16068,16863,10034,11991
14500,9193,184,9673,14065,49
14501,9027,13986,13025,9499,13233
14502,14371,4279,7140,7057,5643
14503,10618,6361,10312,15456,3627
14504,12273,7564,6074,14624,10628
14505,5253,7564,15190,2841,14624
14506,15824,2530,17323,10377,17464
14507,11121,3077,9852,9694,16655
14508,15638,11790,2966,14595,16112
14509,14654,15842,13570,14510,13924
14510,9679,14644,10154,5734,14100
14511,1833,11333,8665,12558,9204
14512,15258,1838,4831,1848,9036
14513,3181,16993,16403,6375,11633
14514,13509,7452,1688,6268,14514
14515,16695,15053,10,148,212
14516,7147,9881,2752,8285,4279
14517,9167,16220,2016,3870,5170
14518,16254,11298,3045,10250,14371
14519,7067,15372,11103,4634,13088
14520,10006,11804,6268,14514,5020
14521,14280,6036,16486,17109,16758
14522,17372,753,11573,3062,7501
14523,6139,10234,5623,4008,17279
14524,16963,10769,10304,17019,6119
14525,6981,9119,5020,16944,5110
14526,4623,8350,15550,4832,15308
14527,14527,7563,17366,7857,10756
14528,1138,16019,9095,4428,10234
14529,7067,15372,17629,13088,10305
14530,11030,16264,14721,16223,15648
14531,12490,5242,14392,1934,3758
14532,13963,11804,10250,16792,2403
14533,7067,15372,15231,13088,10305
14534,10250,14371,4318,5573,5643
14535,13145,16254,14006,10250,14371
14536,15799,8892,1765,12686,9707
14537,7397,3669,13125,2991,15149
14538,16695,5391,3278,148,10
14539,8892,16138,9615,15799,8042
14540,15823,10377,14973,16321,8989
14541,11096,12639,6328,3352,12249
14542,5253,13193,7564,15190,14624
14543,1951,4373,15102,7252,5020
14544,13509,6268,14514,5020,14303
14545,8126,148,16321,14973,12109
14546,7067,15372,4130,10560,13088
14547,7067,15372,4439,2070,13088
14548,16525,3766,6305,11106,8388
14549,4825,13892,15697,10555,11883
14550,261,5068,10813,14399,6570
14551,13193,7564,15190,14624,14551
14552,10039,14721,8522,5571,17567
14553,12795,14758,11606,148,8174
14554,12490,5391,148,12212,6678
14555,9506,12701,15202,5773,15426
14556,6386,39,17296,9427,10377
14557,3663,17062,9615,16138,17342
14558,13963,13145,11298,16611,2392
14559,10114,8380,9947,17667,6849
14560,3458,4279,9920,4318,2220
14561,13509,7452,1688,6268,14514
14562,12273,12251,1721,11662,13352
14563,3138,3763,12694,13689,5381
14564,6829,9212,2694,240,12828
14565,10360,13728,3313,16460,10052
14566,3895,12197,14485,16600,17468
14567,9193,17649,16642,16811,14973
14568,17649,8126,148,14973,16321
14569,5253,15190,14624,14551,10566
14570,14136,7021,12686,9707,16665
14571,10648,6298,6640,4035,15441
14572,14831,11550,6594,2375,4239
14573,11121,7329,2907,1816,8989
14574,10769,5571,1138,11145,17567
14575,7067,9747,15372,13088,16926
14576,7067,15372,13088,10305,6657
14577,3764,12273,1990,12916,10628
14578,12490,7348,148,14822,17465
14579,13509,10349,12792,6268,14514
14580,13145,10250,5573,4913,12587
14581,16853,16259,15140,6662,9661
14582,10769,6119,1138,17567,4428
14583,7044,3187,4736,16702,1255
14584,10769,8173,9476,9095,4428
14585,10769,13638,6119,10234,12094
14586,13614,12008,10711,4605,4611
14587,16963,10769,10304,6418,13733
14588,6095,13714,10149,17702,12311
14589,12694,148,17311,16247,12212
14590,15888,16092,12473,4545,14392
14591,10670,17273,16138,9615,15799
14592,8892,15638,6627,9147,1765
14593,11269,13036,13453,12018,8464
14594,518,5854,16019,14446,2148
14595,9147,2966,12686,16665,8605
14596,16525,6305,3766,10408,12259
14597,16234,2368,16092,9577,6538
14598,10500,10026,17103,15016,3415
14599,3809,2739,2738,16883,15610
14600,1951,15102,5854,16024,9470
14601,12686,16112,16665,9707,8605
14602,7067,15372,13088,10305,2675
14603,14514,15990,14595,6420,9053
14604,4564,11342,10996,10125,14446
14605,6497,2671,15479,15325,8387
14606,4564,12516,12515,10879,11342
14607,7067,15372,6489,13088,6657
14608,1951,306,2913,7536,17051
14609,17103,15330,15016,8951,289
14610,5661,14973,3484,2991,4641
14611,10316,7706,9499,4638,5041
14612,5745,7346,10196,10370,13814
14613,5288,1808,5874,10944,5127
14614,3895,17244,13570,14392,16950
14615,232,148,16726,2991,7379
14616,12273,15484,10566,8069,10628
14617,3181,16993,16403,6375,11633
14618,3181,3540,2703,8070,14781
14619,13986,12890,9499,3579,2636
14620,5253,15190,2841,14551,10566
14621,7067,10304,9747,13088,14575
14622,15439,7152,14012,16345,2952
14623,12273,7116,2180,10487,10628
14624,13193,7564,15190,14624,14551
14625,9920,12587,6300,16254,11298
14626,12490,13619,12639,5242,3403
14627,12575,2939,16092,14221,2575
14628,10303,6441,14392,9273,12102
14629,10769,15053,15674,11076,6083
14630,3245,17653,6119,11248,5732
14631,16264,10769,8173,8522,9095
14632,10769,8173,6119,15648,9095
14633,16963,10769,10304,12405,5293
14634,5253,13193,7564,6074,14551
14635,4020,15127,15533,3132,9053
14636,1761,15842,9918,9853,11717
14637,13638,6139,10234,5623,4008
14638,8940,8629,9408,14392,5040
14639,2036,3922,15674,3921,6316
14640,11672,10836,8307,8254,1231
14641,9115,15842,13570,13804,4309
14642,16695,10,148,2175,14643
14643,16695,10769,15053,15674,11076
14644,3245,9679,2036,3931,10154
14645,359,12490,5391,15148,16726
14646,14191,5687,4793,1895,10703
14647,9679,14654,3235,13570,14392
14648,17273,15638,13619,13433,9147
14649,4428,16872,3010,14446,1841
14650,12408,3181,6375,12437,8070
14651,13509,7049,6268,14514,1684
14652,13295,15100,2142,8665,9204
14653,4450,12948,7021,11661,2590
14654,10769,8173,3235,4428,4271
14655,4373,15102,8064,12312,11321
14656,8380,15506,1686,4376,14857
14657,13881,4239,5570,7351,5790
14658,10114,17667,1745,6849,10063
14659,2966,11342,12686,16665,9707
14660,7067,15372,13088,10305,6657
14661,13509,6598,5794,2775,2591
14662,11647,14444,3066,9819,5915
14663,15093,3889,9212,4103,2483
14664,16013,9341,17610,16800,5050
14665,410,10355,6898,18,6212
14666,14941,258,10879,3882,11342
14667,2036,5571,11145,17567,11945
14668,16695,8013,2325,10,7470
14669,232,10706,148,3130,11406
14670,7152,9723,1008,3278,9857
14671,3134,16092,9360,16655,7326
14672,16454,9955,12212,3476,15612
14673,7564,15190,2841,6074,14551
14674,3435,12212,2645,3476,15157
14675,15871,3134,3573,11362,11850
14676,1703,2739,14243,12406,15385
14677,5253,15190,14624,10566,1990
14678,9506,12701,15202,5773,15426
14679,4475,13752,15526,15202,5773
14680,2302,15638,7222,423,9147
14681,526,16611,12279,16350,6268
14682,3138,2022,10377,8989,8880
14683,17667,16845,10650,12596,6134
14684,3458,16092,3903,8982,17469
14685,14140,6376,14758,12410,2346
14686,12490,148,14822,3985,8781
14687,13988,3463,15038,13909,12194
14688,16963,10769,10304,8173,6418
14689,9193,900,12590,12288,12542
14690,1338,5031,2279,8690,6143
14691,13295,16342,7021,16350,1487
14692,5352,3607,11412,13859,14973
14693,18,15821,13570,15779,11930
14694,2101,13593,16655,240,7354
14695,13509,11121,6268,5036,10090
14696,15799,9615,8042,12686,9707
